Time,Channel A
(ms),(mV)

12.22655993,1.81890300
12.23167993,1.81890300
12.23679993,-1.89214800
12.24191993,-3.74767300
12.24703993,-0.03662221
12.25215993,-0.03662221
12.25727993,1.81890300
12.26239993,5.52995400
12.26751993,3.67442800
12.27263993,-1.89214800
12.27775993,-7.45872400
12.28287993,-1.89214800
12.28799993,1.81890300
12.29311993,1.81890300
12.29823993,3.67442800
12.30335993,1.81890300
12.30847993,1.81890300
12.31359993,-7.45872400
12.31871993,-1.89214800
12.32383993,5.52995400
12.32895993,-3.74767300
12.33407993,5.52995400
12.33919993,5.52995400
12.34431992,-1.89214800
12.34943992,-7.45872400
12.35455992,-7.45872400
12.35967992,3.67442800
12.36479992,1.81890300
12.36991992,1.81890300
12.37503992,1.81890300
12.38015992,1.81890300
12.38527992,-1.89214800
12.39039992,-5.60319800
12.39551992,1.81890300
12.40063992,1.81890300
12.40575992,3.67442800
12.41087992,1.81890300
12.41599992,-1.89214800
12.42111992,-1.89214800
12.42623992,-5.60319800
12.43135992,-1.89214800
12.43647992,-0.03662221
12.44159992,5.52995400
12.44671992,3.67442800
12.45183992,-0.03662221
12.45695992,1.81890300
12.46207992,-3.74767300
12.46719992,-1.89214800
12.47231992,3.67442800
12.47743992,1.81890300
12.48255992,9.24100500
12.48767992,-5.60319800
12.49279992,-0.03662221
12.49791992,-5.60319800
12.50303992,-5.60319800
12.50815992,-5.60319800
12.51327992,9.24100500
12.51839992,3.67442800
12.52351992,-5.60319800
12.52863992,1.81890300
12.53375992,-1.89214800
12.53887992,-1.89214800
12.54399992,-1.89214800
12.54911992,5.52995400
12.55423992,1.81890300
12.55935992,1.81890300
12.56447992,1.81890300
12.56959992,-7.45872400
12.57471992,-3.74767300
12.57983992,1.81890300
12.58495992,1.81890300
12.59007992,5.52995400
12.59519992,3.67442800
12.60031992,-1.89214800
12.60543992,1.81890300
12.61055992,-5.60319800
12.61567992,-0.03662221
12.62079992,1.81890300
12.62591992,5.52995400
12.63103992,1.81890300
12.63615992,-5.60319800
12.64127992,-1.89214800
12.64639992,-3.74767300
12.65151992,-1.89214800
12.65663992,-1.89214800
12.66175992,1.81890300
12.66687992,5.52995400
12.67199992,-1.89214800
12.67711992,-0.03662221
12.68223992,-7.45872400
12.68735992,1.81890300
12.69247992,1.81890300
12.69759992,3.67442800
12.70271992,5.52995400
12.70783992,-1.89214800
12.71295992,-1.89214800
12.71807992,-9.31424900
12.72319992,-0.03662221
12.72831992,1.81890300
12.73343992,-1.89214800
12.73855992,1.81890300
12.74367992,5.52995400
12.74879992,-0.03662221
12.75391992,-7.45872400
12.75903992,1.81890300
12.76415992,5.52995400
12.76927992,-0.03662221
12.77439992,5.52995400
12.77951992,-1.89214800
12.78463992,-0.03662221
12.78975992,-5.60319800
12.79487992,-1.89214800
12.79999992,-1.89214800
12.80511992,-1.89214800
12.81023992,1.81890300
12.81535992,1.81890300
12.82047992,-1.89214800
12.82559992,1.81890300
12.83071992,-5.60319800
12.83583992,1.81890300
12.84095992,1.81890300
12.84607992,5.52995400
12.85119992,-1.89214800
12.85631992,-1.89214800
12.86143992,-3.74767300
12.86655992,-7.45872400
12.87167992,3.67442800
12.87679992,-1.89214800
12.88191992,1.81890300
12.88703992,1.81890300
12.89215992,-0.03662221
12.89727992,-0.03662221
12.90239992,-5.60319800
12.90751992,1.81890300
12.91263992,1.81890300
12.91775992,-0.03662221
12.92287992,3.67442800
12.92799992,1.81890300
12.93311992,-5.60319800
12.93823992,-7.45872400
12.94335992,-0.03662221
12.94847992,-3.74767300
12.95359992,7.38547900
12.95871992,1.81890300
12.96383992,1.81890300
12.96895992,1.81890300
12.97407992,-5.60319800
12.97919992,-3.74767300
12.98431992,3.67442800
12.98943992,3.67442800
12.99455992,1.81890300
12.99967992,1.81890300
13.00479992,-0.03662221
13.00991992,-9.31424900
13.01503992,-1.89214800
13.02015992,-1.89214800
13.02527992,3.67442800
13.03039992,5.52995400
13.03551992,-1.89214800
13.04063992,5.52995400
13.04575992,-5.60319800
13.05087992,-3.74767300
13.05599992,3.67442800
13.06111992,5.52995400
13.06623992,1.81890300
13.07135992,1.81890300
13.07647992,5.52995400
13.08159992,-7.45872400
13.08671992,-5.60319800
13.09183992,-1.89214800
13.09695992,5.52995400
13.10207992,1.81890300
13.10719992,1.81890300
13.11231992,-1.89214800
13.11743992,1.81890300
13.12255992,-3.74767300
13.12767992,-0.03662221
13.13279992,-0.03662221
13.13791992,9.24100500
13.14303992,-1.89214800
13.14815992,1.81890300
13.15327992,-3.74767300
13.15839992,-7.45872400
13.16351992,1.81890300
13.16863992,-1.89214800
13.17375992,7.38547900
13.17887992,3.67442800
